logfc	mating
1.23132442821151	frt_M.MMup
1.35975798476012	frt_M.MMup
1.2800925782373	frt_M.MMup
1.93387591078289	frt_M.MMup
1.62087240646089	frt_M.MMup
1.54229884054409	frt_M.MMup
0.854412127907384	frt_M.MMup
0.823771281155799	frt_M.MMup
1.2331049824044	frt_M.MMup
1.24900019480356	frt_M.MMup
1.33092114077516	frt_M.MMup
0.807326627915224	frt_M.MMup
1.40849025946379	frt_M.MMup
1.64360489764905	frt_M.MMup
1.13285353214276	frt_M.MMup
1.19042117124048	frt_M.MMup
1.38129390865874	frt_M.MMup
1.44174981286306	frt_M.MMup
1.73383636293167	frt_M.MMup
0.944016539572943	frt_M.MMup
1.43059000109648	frt_M.MMup
2.16963622668665	frt_M.MMup
3.65889425823887	frt_M.MMup
1.82393893982209	frt_M.MMup
1.82107555014122	frt_M.MMup
2.78647770451861	frt_M.MMup
1.25839273337403	frt_M.MMup
2.96615226130088	frt_M.MMup
1.94759161412231	frt_M.MMup
0.931894695868351	frt_M.MMup
1.50832703737156	frt_M.MMup
1.29496326125893	frt_M.MMup
0.927620171190154	frt_M.MMup
0.925797969047289	frt_M.MMup
1.32243449321556	frt_M.MMup
2.31748611381536	frt_M.MMup
0.973689608477902	frt_M.MMup
1.84557068135828	frt_M.MMup
1.11304126437183	frt_M.MMup
1.07127361171854	frt_M.MMup
2.27717314881633	frt_M.MMup
2.11789797402565	frt_M.MMup
1.07367006467028	frt_M.MMup
1.34585133947233	frt_M.MMup
0.800745202849581	frt_M.MMup
1.83859147181463	frt_M.MMup
6.77382898479456	frt_M.MMup
1.16399235814114	frt_M.MMup
1.41992581523842	frt_M.MMup
1.28830108220553	frt_M.MMup
0.933239597130533	frt_M.MMup
1.14676617799714	frt_M.MMup
1.06012310845212	frt_M.MMup
1.46297655623038	frt_M.MMup
1.43287249323206	frt_M.MMup
0.919321108989047	frt_M.MMup
2.57209369255049	frt_M.MMup
1.08175431065958	frt_M.MMup
0.931024509464499	frt_M.MMup
1.26372537251458	frt_M.MMup
1.37465020443284	frt_M.MMup
0.978100780786975	frt_M.MMup
1.55274577156704	frt_M.MMup
0.965027876507564	frt_M.MMup
3.94455981686629	frt_M.MMup
1.18022134765824	frt_M.MMup
0.99888911720544	frt_M.MMup
1.05231010650037	frt_M.MMup
0.997524118072601	frt_M.MMup
1.72063057012789	frt_M.MMup
1.4786178585627	frt_M.MMup
1.29193479961349	frt_M.MMup
0.811264986964091	frt_M.MMup
2.01003008384805	frt_M.MMup
1.87629223191377	frt_M.MMup
0.78957370163837	frt_M.MMup
0.828187481159578	frt_M.MMup
2.29127604700631	frt_M.MMup
1.13451164739685	frt_M.MMup
0.757410192184669	frt_M.MMup
1.75502655688123	frt_M.MMup
1.67005199628207	frt_M.MMup
2.46212668462547	frt_M.MMup
0.765779826688493	frt_M.MMup
1.65546394578645	frt_M.MMup
2.82543710334593	frt_M.MMup
0.732646394395559	frt_M.MMup
0.885959433840826	frt_M.MMup
0.89564361452077	frt_M.MMup
0.839133026801357	frt_M.MMup
1.57840400311976	frt_M.MMup
1.35661290397459	frt_M.MMup
