logfc	mating
-0.308580469373922	aate_M
-0.316056030663235	aate_M
-0.342734754436426	aate_M
-0.345252368777362	aate_M
-0.361192890658574	aate_M
-0.362114493653197	aate_M
-0.362659036605496	aate_M
-0.366305465226448	aate_M
-0.378651809803216	aate_M
-0.383435035451076	aate_M
-0.383647343404397	aate_M
-0.385080523111391	aate_M
-0.38921735419154	aate_M
-0.392782744607054	aate_M
-0.392868563964527	aate_M
-0.393240289061618	aate_M
-0.397670424273239	aate_M
-0.400140801621939	aate_M
-0.400899928118409	aate_M
-0.408065307364377	aate_M
-0.412585653159636	aate_M
-0.413898568901547	aate_M
-0.415334227664801	aate_M
-0.42602284715055	aate_M
-0.434635842287466	aate_M
-0.439241328264936	aate_M
-0.441021306463608	aate_M
-0.442606992024591	aate_M
-0.443067308762038	aate_M
-0.44416753644911	aate_M
-0.444762541270382	aate_M
-0.45117823158481	aate_M
-0.451224829582117	aate_M
-0.456041656916399	aate_M
-0.463321450617246	aate_M
-0.463956695732362	aate_M
-0.465878665542797	aate_M
-0.466404170200658	aate_M
-0.467972510486929	aate_M
-0.468062316189494	aate_M
-0.472400797094396	aate_M
-0.473509351997659	aate_M
-0.474700669712266	aate_M
-0.482576969937422	aate_M
-0.486693006056626	aate_M
-0.489367839891276	aate_M
-0.502127406364038	aate_M
-0.508473742371691	aate_M
-0.512297439317848	aate_M
-0.516358427488365	aate_M
-0.516510948148536	aate_M
-0.517992291775409	aate_M
-0.523228838906146	aate_M
-0.524909558982067	aate_M
-0.537372164884763	aate_M
-0.53965169519705	aate_M
-0.540580941289091	aate_M
-0.540581143074131	aate_M
-0.542331826740041	aate_M
-0.543428320720221	aate_M
-0.546547848266243	aate_M
-0.546727590762099	aate_M
-0.551905952878465	aate_M
-0.554487397168848	aate_M
-0.556011085274805	aate_M
-0.560319238162347	aate_M
-0.561373781566763	aate_M
-0.563456557728639	aate_M
-0.56784089864208	aate_M
-0.568846668881197	aate_M
-0.569745115267832	aate_M
-0.571201306659077	aate_M
-0.574774250607881	aate_M
-0.576845077479579	aate_M
-0.580838865629313	aate_M
-0.581384246811205	aate_M
-0.588149751219667	aate_M
-0.590998014605326	aate_M
-0.593027004803192	aate_M
-0.600404002266514	aate_M
-0.601369826986758	aate_M
-0.612378568330506	aate_M
-0.622633671969782	aate_M
-0.641908027133971	aate_M
-0.643839861521677	aate_M
-0.653011042543529	aate_M
-0.658356307136055	aate_M
-0.660519388029637	aate_M
-0.662836054755556	aate_M
-0.668134281022958	aate_M
-0.670954537359634	aate_M
-0.672057577345813	aate_M
-0.684498048997497	aate_M
-0.687690452273812	aate_M
-0.694355408195571	aate_M
-0.699175331376243	aate_M
-0.700132758033134	aate_M
-0.704080329478165	aate_M
-0.705136249774846	aate_M
-0.705984340401658	aate_M
-0.723491628438801	aate_M
-0.724406179332568	aate_M
-0.725200971929381	aate_M
-0.753163799212997	aate_M
-0.759647784703438	aate_M
-0.76522561623967	aate_M
-0.766061275363607	aate_M
-0.767771743348114	aate_M
-0.775394376414227	aate_M
-0.776456450245079	aate_M
-0.778319382485017	aate_M
-0.793035447369465	aate_M
-0.793698887152324	aate_M
-0.799173349118256	aate_M
-0.817446920485736	aate_M
-0.819932335123776	aate_M
-0.846299854486877	aate_M
-0.849647522705368	aate_M
-0.850431612428339	aate_M
-0.856069990852566	aate_M
-0.870030980363952	aate_M
-0.889313390329267	aate_M
-0.910344090413755	aate_M
-0.917484321558117	aate_M
-0.921225441284041	aate_M
-0.92254180800634	aate_M
-0.922600547302896	aate_M
-0.929210244761453	aate_M
-0.930406988364543	aate_M
-0.955130150654982	aate_M
-0.96692280144796	aate_M
-0.97427604584664	aate_M
-0.976287594650563	aate_M
-0.985492753436526	aate_M
-0.985831320094668	aate_M
-1.00383882171323	aate_M
-1.00734539922178	aate_M
-1.01804614911507	aate_M
-1.05509875092763	aate_M
-1.0570045070066	aate_M
-1.08068924066294	aate_M
-1.0950183101686	aate_M
-1.10000606747849	aate_M
-1.11566898863675	aate_M
-1.19643283131622	aate_M
-1.23737890516828	aate_M
-1.24356420599053	aate_M
-1.2504914243988	aate_M
-1.25363518193719	aate_M
-1.25510900159028	aate_M
-1.25558414084746	aate_M
-1.25832171145047	aate_M
-1.26150648830165	aate_M
-1.26781682574245	aate_M
-1.29479371752259	aate_M
-1.30597645687807	aate_M
-1.32577585337735	aate_M
-1.41943250708055	aate_M
-1.4809739569668	aate_M
-1.49388802762706	aate_M
-1.50025964139865	aate_M
-1.50553054334425	aate_M
-1.50763053561982	aate_M
-1.51751334112665	aate_M
-1.60628978011368	aate_M
-1.63447081131881	aate_M
-1.64947921768689	aate_M
-1.66138426152431	aate_M
-1.67630129391431	aate_M
-1.71531477546238	aate_M
-1.74437133279223	aate_M
-1.80263233800501	aate_M
-1.82618094065027	aate_M
-1.87897763403485	aate_M
-1.89894544104717	aate_M
-1.99719400081857	aate_M
-2.06794887567461	aate_M
-2.07256860132616	aate_M
-2.15721437446688	aate_M
-2.26976909413935	aate_M
-2.27717545380277	aate_M
-2.32129276100681	aate_M
-2.32317140114367	aate_M
-2.34549672550258	aate_M
-2.37614600612991	aate_M
-2.38194157548732	aate_M
-2.47626876951857	aate_M
-2.53901347251865	aate_M
